"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "stop_end" "cadd"
"39" "ENST00000035307.7" "7" 151233502 151233633 "+" 39 "uORF" 151233504 151233635 0.372734777777778
"40" "ENST00000035307.7" "7" 151233578 151233628 "+" 40 "uORF" 151233580 151233630 0.631405666666667
"41" "ENST00000035307.7" "7" 151233647 151233712 "+" 41 "uORF" 151233649 151233714 1.097712
"42" "ENST00000035307.7" "7" 151233852 151233920 "+" 42 "uORF" 151233854 151233922 1.361485
"44" "ENST00000046640.9" "17" 3636789 3637243 "+" 44 "uORF" 3636791 3637245 0.467106111111111
"49" "ENST00000054650.9" "1" 6624894 6624929 "+" 49 "uORF" 6624896 6624931 0.431027888888889
"56" "ENST00000061240.7" "4" 165873331 165873384 "+" 56 "uORF" 165873333 165873386 2.09553433333333
"57" "ENST00000061240.7" "4" 165873376 165873384 "+" 57 "uORF" 165873378 165873386 1.68227733333333
"58" "ENST00000061240.7" "4" 165873384 165873518 "+" 58 "uORF" 165873386 165873520 2.27559755555556
"59" "ENST00000061240.7" "4" 165873756 165873773 "+" 59 "uORF" 165873758 165873775 1.55168588888889
"67" "ENST00000072869.9" "7" 140673218 140673277 "+" 67 "uORF" 140673220 140673279 0.91272688888889
"77" "ENST00000155093.8" "Y" 2935695 2953917 "+" 77 "uORF" 2935697 2953919 0.553197777777778
"78" "ENST00000155926.9" "2" 12717043 12717057 "+" 78 "uORF" 12717045 12717059 2.17802022222222
"79" "ENST00000155926.9" "2" 12717456 12717470 "+" 79 "uORF" 12717458 12717472 1.80726044444445
"80" "ENST00000155926.9" "2" 12717589 12717630 "+" 80 "uORF" 12717591 12717632 2.17212377777778
"82" "ENST00000161863.9" "5" 113513718 113513750 "+" 82 "uORF" 113513720 113513752 0.927971000000002
"83" "ENST00000162391.8" "12" 8033735 8033758 "+" 83 "uORF" 8033737 8033760 1.81218444444444
"87" "ENST00000164133.7" "11" 64924690 64924701 "+" 87 "uORF" 64924692 64924703 2.38364955555555
"88" "ENST00000164133.7" "11" 64924868 64924876 "+" 88 "uORF" 64924870 64924878 2.22107822222222
"89" "ENST00000164133.7" "11" 64925639 64925653 "+" 89 "uORF" 64925641 64925655 1.61954766666667
"90" "ENST00000167106.9" "14" 76761827 76761997 "+" 90 "uORF" 76761829 76761999 2.32198255555555
"91" "ENST00000167106.9" "14" 76761947 76761997 "+" 91 "uORF" 76761949 76761999 1.92433988888889
"92" "ENST00000167106.9" "14" 76762160 76762360 "+" 92 "uORF" 76762162 76762362 2.26691777777778
"93" "ENST00000167106.9" "14" 76762529 76762612 "+" 93 "uORF" 76762531 76762614 1.913862
"94" "ENST00000167106.9" "14" 76762735 76762776 "+" 94 "uORF" 76762737 76762778 2.17499344444445
"96" "ENST00000169298.8" "3" 186963844 186963882 "+" 96 "uORF" 186963846 186963884 0.840716111111111
"97" "ENST00000169298.8" "3" 186963849 186963863 "+" 97 "uORF" 186963851 186963865 0.99858
"98" "ENST00000169298.8" "3" 186963865 186963882 "+" 98 "uORF" 186963867 186963884 1.886615
"99" "ENST00000169298.8" "3" 187038742 187038813 "+" 99 "uORF" 187038744 187038815 1.66603433333333
"100" "ENST00000169298.8" "3" 187038767 187038793 "+" 100 "uORF" 187038769 187038795 1.27139144444445
"101" "ENST00000169298.8" "3" 187038806 187038829 "+" 101 "uORF" 187038808 187038831 1.24561355555556
"102" "ENST00000169551.11" "18" 74148541 74148558 "+" 102 "uORF" 74148543 74148560 1.41562933333333
"103" "ENST00000169551.11" "18" 74148559 74148591 "+" 103 "uORF" 74148561 74148593 0.90304388888889
"104" "ENST00000169551.11" "18" 74148597 74148623 "+" 104 "uORF" 74148599 74148625 0.496420666666667
"105" "ENST00000169551.11" "18" 74148737 74148754 "+" 105 "uORF" 74148739 74148756 0.758995777777778
"107" "ENST00000171757.3" "X" 78945396 78945434 "+" 107 "uORF" 78945398 78945436 1.44708466666667
"108" "ENST00000171757.3" "X" 78945420 78945434 "+" 108 "uORF" 78945422 78945436 0.452520888888889
"109" "ENST00000171757.3" "X" 78947818 78947829 "+" 109 "uORF" 78947820 78947831 0.370935777777778
"110" "ENST00000171757.3" "X" 78947826 78952277 "+" 110 "uORF" 78947828 78952279 0.243714666666667
"111" "ENST00000171757.3" "X" 78947857 78952197 "+" 111 "uORF" 78947859 78952199 0.378165888888889
"112" "ENST00000171757.3" "X" 78952204 78952260 "+" 112 "uORF" 78952206 78952262 0.150682222222222
"113" "ENST00000171757.3" "X" 78952277 78952333 "+" 113 "uORF" 78952279 78952335 0.145564222222222
"114" "ENST00000171757.3" "X" 78952304 78952333 "+" 114 "uORF" 78952306 78952335 0.098322333333333
"117" "ENST00000181839.10" "7" 39950578 39950592 "+" 117 "uORF" 39950580 39950594 2.17306588888889
"118" "ENST00000182290.9" "11" 2302019 2302069 "+" 118 "uORF" 2302021 2302071 0.710160555555556
"121" "ENST00000190611.9" "2" 178194551 178194571 "+" 121 "uORF" 178194553 178194573 0.858364555555555
"122" "ENST00000190611.9" "2" 178285022 178285069 "+" 122 "uORF" 178285024 178285071 0.283483333333333
"123" "ENST00000190611.9" "2" 178306087 178306095 "+" 123 "uORF" 178306089 178306097 1.89872577777778
"124" "ENST00000190611.9" "2" 178306092 178306133 "+" 124 "uORF" 178306094 178306135 1.10354677777778
"125" "ENST00000190611.9" "2" 178306146 178306163 "+" 125 "uORF" 178306148 178306165 1.94201966666667
"126" "ENST00000192788.6" "6" 34792125 34792172 "+" 126 "uORF" 34792127 34792174 1.80607222222222
"129" "ENST00000194530.8" "2" 201454801 201454836 "+" 129 "uORF" 201454803 201454838 1.99164733333333
"131" "ENST00000199447.9" "7" 37848608 37848637 "+" 131 "uORF" 37848610 37848639 0.388160444444445
"132" "ENST00000199447.9" "7" 37848637 37848857 "+" 132 "uORF" 37848639 37848859 0.152320333333334
"133" "ENST00000199447.9" "7" 37848934 37849020 "+" 133 "uORF" 37848936 37849022 0.442160444444444
"134" "ENST00000199936.9" "16" 82035266 82035403 "+" 134 "uORF" 82035268 82035405 0.492085666666667
"135" "ENST00000199936.9" "16" 82035272 82035403 "+" 135 "uORF" 82035274 82035405 0.548305666666667
"136" "ENST00000199936.9" "16" 82035283 82035294 "+" 136 "uORF" 82035285 82035296 0.338065888888889
"137" "ENST00000200453.6" "19" 48872455 48872523 "+" 137 "uORF" 48872457 48872525 0.274183555555556
"138" "ENST00000200453.6" "19" 48872554 48872634 "+" 138 "uORF" 48872556 48872636 2.33721677777778
"139" "ENST00000200557.11" "17" 44759013 44759036 "+" 139 "uORF" 44759015 44759038 1.34972677777778
"140" "ENST00000201031.3" "20" 56629393 56629407 "+" 140 "uORF" 56629395 56629409 2.13651866666667
"141" "ENST00000201979.3" "20" 31476231 31476356 "+" 141 "uORF" 31476233 31476358 0.53525511111111
"143" "ENST00000202967.4" "12" 120302325 120302375 "+" 143 "uORF" 120302327 120302377 0.622327777777778
"145" "ENST00000204961.5" "X" 68829021 68829197 "+" 145 "uORF" 68829023 68829199 1.05139544444444
"146" "ENST00000204961.5" "X" 68829157 68829222 "+" 146 "uORF" 68829159 68829224 1.35573144444444
"147" "ENST00000204961.5" "X" 68829562 68829591 "+" 147 "uORF" 68829564 68829593 1.88390322222222
"148" "ENST00000204961.5" "X" 68829673 68829684 "+" 148 "uORF" 68829675 68829686 2.30298322222222
"152" "ENST00000206249.8" "6" 151807799 151807861 "+" 152 "uORF" 151807801 151807863 0.737539777777778
"157" "ENST00000206595.11" "14" 30559183 30559242 "+" 157 "uORF" 30559185 30559244 1.00122422222222
"166" "ENST00000210187.11" "16" 2148645 2148770 "+" 166 "uORF" 2148647 2148772 1.60039144444444
"167" "ENST00000210187.11" "16" 2148648 2148770 "+" 167 "uORF" 2148650 2148772 1.106975
"168" "ENST00000210633.4" "10" 100969568 100972579 "+" 168 "uORF" 100969570 100972581 1.92476255555556
"169" "ENST00000210633.4" "10" 100972630 100972680 "+" 169 "uORF" 100972632 100972682 1.900786
"170" "ENST00000210633.4" "10" 100972646 100972663 "+" 170 "uORF" 100972648 100972665 1.75120744444444
"171" "ENST00000210633.4" "10" 100972700 100972786 "+" 171 "uORF" 100972702 100972788 2.38207544444444
"172" "ENST00000210633.4" "10" 100972724 100972786 "+" 172 "uORF" 100972726 100972788 2.11476022222222
"173" "ENST00000210633.4" "10" 100972750 100972761 "+" 173 "uORF" 100972752 100972763 1.98732711111111
"174" "ENST00000210633.4" "10" 100972758 100972769 "+" 174 "uORF" 100972760 100972771 1.55030166666667
"175" "ENST00000210633.4" "10" 100972775 100972786 "+" 175 "uORF" 100972777 100972788 0.309197777777778
"176" "ENST00000210633.4" "10" 100972783 100972821 "+" 176 "uORF" 100972785 100972823 1.42818333333334
"181" "ENST00000215555.7" "19" 8421801 8421818 "+" 181 "uORF" 8421803 8421820 1.40656422222222
"184" "ENST00000215794.8" "22" 18150211 18157584 "+" 184 "uORF" 18150213 18157586 0.817667888888888
"185" "ENST00000215838.8" "22" 30607199 30607210 "+" 185 "uORF" 30607201 30607212 0.778614666666667
"188" "ENST00000215906.6" "22" 26433569 26433610 "+" 188 "uORF" 26433571 26433612 1.36108522222222
"189" "ENST00000216029.8" "22" 38656638 38656682 "+" 189 "uORF" 38656640 38656684 0.667157555555554
"192" "ENST00000216099.13" "22" 39021308 39021337 "+" 192 "uORF" 39021310 39021339 0.509955333333333
"193" "ENST00000216106.6" "22" 35257508 35257555 "+" 193 "uORF" 35257510 35257557 2.47820666666667
"194" "ENST00000216127.5" "22" 35541292 35541378 "+" 194 "uORF" 35541294 35541380 2.21318811111111
"196" "ENST00000216144.4" "22" 29720240 29720272 "+" 196 "uORF" 29720242 29720274 1.41095788888889
"197" "ENST00000216237.10" "22" 41205320 41205340 "+" 197 "uORF" 41205322 41205342 2.40308244444444
"198" "ENST00000216268.6" "22" 49853919 49883337 "+" 198 "uORF" 49853921 49883339 1.43020577777778
"199" "ENST00000216268.6" "22" 49853923 49883437 "+" 199 "uORF" 49853925 49883439 1.48649622222222
"200" "ENST00000216268.6" "22" 49883337 49883576 "+" 200 "uORF" 49883339 49883578 0.382245444444444
"201" "ENST00000216268.6" "22" 49883356 49883370 "+" 201 "uORF" 49883358 49883372 0.185378333333333
"202" "ENST00000216268.6" "22" 49883367 49883576 "+" 202 "uORF" 49883369 49883578 0.748550333333335
"203" "ENST00000216268.6" "22" 49883434 49883445 "+" 203 "uORF" 49883436 49883447 -0.160023111111111
"204" "ENST00000216268.6" "22" 49883474 49883482 "+" 204 "uORF" 49883476 49883484 0.018215666666667
"205" "ENST00000216268.6" "22" 49883487 49883576 "+" 205 "uORF" 49883489 49883578 -0.245094555555556
"206" "ENST00000216268.6" "22" 49883520 49883576 "+" 206 "uORF" 49883522 49883578 0.468442666666667
"207" "ENST00000216268.6" "22" 49883554 49883565 "+" 207 "uORF" 49883556 49883567 0.175240333333333
"208" "ENST00000216268.6" "22" 49883562 49883576 "+" 208 "uORF" 49883564 49883578 -0.175159111111111
"209" "ENST00000216268.6" "22" 49883602 49883628 "+" 209 "uORF" 49883604 49883630 0.648514444444444
"210" "ENST00000216277.13" "14" 96502412 96502447 "+" 210 "uORF" 96502414 96502449 2.51727655555556
"211" "ENST00000216277.13" "14" 96502526 96502567 "+" 211 "uORF" 96502528 96502569 2.43422811111111
"217" "ENST00000216487.12" "14" 92513853 92513897 "+" 217 "uORF" 92513855 92513899 2.02092344444444
"220" "ENST00000216554.8" "14" 103335771 103335839 "+" 220 "uORF" 103335773 103335841 2.35621466666667
"226" "ENST00000217233.9" "20" 380805 381038 "+" 226 "uORF" 380807 381040 0.788336555555555
"227" "ENST00000217233.9" "20" 380840 380884 "+" 227 "uORF" 380842 380886 2.10635544444444
"230" "ENST00000217420.2" "20" 38724587 38724634 "+" 230 "uORF" 38724589 38724636 2.21308022222222
"242" "ENST00000218032.7" "X" 12906683 12906694 "+" 242 "uORF" 12906685 12906696 0.310073444444444
"243" "ENST00000218075.9" "X" 14529723 14529755 "+" 243 "uORF" 14529725 14529757 1.67254122222222
"244" "ENST00000218075.9" "X" 14529749 14529769 "+" 244 "uORF" 14529751 14529771 1.51838311111111
"245" "ENST00000218075.9" "X" 14529755 14529769 "+" 245 "uORF" 14529757 14529771 1.64373211111111
"246" "ENST00000218075.9" "X" 14529844 14529870 "+" 246 "uORF" 14529846 14529872 1.66805044444444
"247" "ENST00000218075.9" "X" 14529873 14529986 "+" 247 "uORF" 14529875 14529988 1.63948444444445
"248" "ENST00000218075.9" "X" 14529876 14529986 "+" 248 "uORF" 14529878 14529988 1.49958233333333
"257" "ENST00000219069.6" "16" 3283606 3283647 "+" 257 "uORF" 3283608 3283649 0.330532
"258" "ENST00000219069.6" "16" 3283751 3283798 "+" 258 "uORF" 3283753 3283800 0.488675666666667
"259" "ENST00000219070.9" "16" 55479324 55479335 "+" 259 "uORF" 55479326 55479337 1.752681
"261" "ENST00000219271.4" "16" 58025970 58026029 "+" 261 "uORF" 58025972 58026031 2.114555
"268" "ENST00000219343.11" "16" 68266674 68266700 "+" 268 "uORF" 68266676 68266702 0.691276888888889
"269" "ENST00000219343.11" "16" 68266689 68266700 "+" 269 "uORF" 68266691 68266702 0.659774444444443
"270" "ENST00000219473.12" "16" 84700008 84700079 "+" 270 "uORF" 84700010 84700081 2.21412866666667
"271" "ENST00000219473.12" "16" 84700024 84700050 "+" 271 "uORF" 84700026 84700052 2.45549622222222
"272" "ENST00000219611.7" "16" 536042 536059 "+" 272 "uORF" 536044 536061 0.397426333333333
"276" "ENST00000219794.11" "16" 31109047 31109106 "+" 276 "uORF" 31109049 31109108 2.33540411111111
"277" "ENST00000220003.14" "15" 74782652 74782675 "+" 277 "uORF" 74782654 74782677 2.22016688888889
"278" "ENST00000220003.14" "15" 74782675 74798270 "+" 278 "uORF" 74782677 74798272 2.34912211111111
"279" "ENST00000220003.14" "15" 74798238 74798270 "+" 279 "uORF" 74798240 74798272 2.08666766666666
"280" "ENST00000220562.9" "8" 28701520 28701648 "+" 280 "uORF" 28701522 28701650 2.456039
"281" "ENST00000220562.9" "8" 28713509 28715590 "+" 281 "uORF" 28713511 28715592 0.574133444444445
"282" "ENST00000220562.9" "8" 28713548 28715590 "+" 282 "uORF" 28713550 28715592 1.15181488888889
"283" "ENST00000220562.9" "8" 28715668 28715718 "+" 283 "uORF" 28715670 28715720 1.22481266666667
"284" "ENST00000220562.9" "8" 28715708 28715902 "+" 284 "uORF" 28715710 28715904 1.46499033333333
"285" "ENST00000220562.9" "8" 28715794 28715826 "+" 285 "uORF" 28715796 28715828 0.788511666666666
"286" "ENST00000220562.9" "8" 28715831 28715902 "+" 286 "uORF" 28715833 28715904 1.62472222222222
"287" "ENST00000220562.9" "8" 28715908 28715976 "+" 287 "uORF" 28715910 28715978 1.98842122222222
"288" "ENST00000220562.9" "8" 28715913 28716023 "+" 288 "uORF" 28715915 28716025 1.48407777777778
"289" "ENST00000220562.9" "8" 28716007 28716033 "+" 289 "uORF" 28716009 28716035 1.09737566666667
"290" "ENST00000220562.9" "8" 28716013 28716033 "+" 290 "uORF" 28716015 28716035 2.04750744444445
"293" "ENST00000220676.2" "8" 54616112 54616132 "+" 293 "uORF" 54616114 54616134 0.884701999999999
"294" "ENST00000220751.5" "8" 89757907 89757927 "+" 294 "uORF" 89757909 89757929 1.27704922222222
"297" "ENST00000221232.11" "19" 54142948 54142968 "+" 297 "uORF" 54142950 54142970 2.28054166666667
"301" "ENST00000221462.9" "19" 45093238 45093309 "+" 301 "uORF" 45093240 45093311 2.460131
"302" "ENST00000221462.9" "19" 45093289 45093309 "+" 302 "uORF" 45093291 45093311 2.47706044444444
"303" "ENST00000221554.13" "19" 13751624 13751656 "+" 303 "uORF" 13751626 13751658 0.189084111111111
"304" "ENST00000221554.13" "19" 13751633 13751656 "+" 304 "uORF" 13751635 13751658 -0.123780222222222
"307" "ENST00000221856.11" "19" 4304601 4304624 "+" 307 "uORF" 4304603 4304626 0.757948222222222
"308" "ENST00000221856.11" "19" 4304613 4304624 "+" 308 "uORF" 4304615 4304626 2.51931133333333
"309" "ENST00000222033.6" "19" 5455426 5455467 "+" 309 "uORF" 5455428 5455469 0.563793222222222
"312" "ENST00000222248.4" "19" 17872024 17872047 "+" 312 "uORF" 17872026 17872049 0.204304555555555
"313" "ENST00000222254.13" "19" 18155481 18155573 "+" 313 "uORF" 18155483 18155575 1.57303044444444
"314" "ENST00000222254.13" "19" 18155550 18155573 "+" 314 "uORF" 18155552 18155575 0.602158222222222
"315" "ENST00000222254.13" "19" 18155600 18155623 "+" 315 "uORF" 18155602 18155625 1.20219033333333
"316" "ENST00000222254.13" "19" 18155612 18155623 "+" 316 "uORF" 18155614 18155625 0.413125555555556
"317" "ENST00000222254.13" "19" 18155664 18155714 "+" 317 "uORF" 18155666 18155716 1.81707344444445
"318" "ENST00000222254.13" "19" 18155701 18155709 "+" 318 "uORF" 18155703 18155711 0.685647444444445
"319" "ENST00000222254.13" "19" 18155723 18155749 "+" 319 "uORF" 18155725 18155751 1.24567666666667
"320" "ENST00000222254.13" "19" 18155817 18155849 "+" 320 "uORF" 18155819 18155851 1.90884655555556
"321" "ENST00000222286.9" "19" 35533507 35533521 "+" 321 "uORF" 35533509 35533523 1.54697922222222
"322" "ENST00000222345.11" "19" 38029089 38029103 "+" 322 "uORF" 38029091 38029105 0.550664777777778
"323" "ENST00000222345.11" "19" 38081257 38081328 "+" 323 "uORF" 38081259 38081330 1.16756922222222
"324" "ENST00000222345.11" "19" 38081399 38081497 "+" 324 "uORF" 38081401 38081499 1.91999988888889
"325" "ENST00000222345.11" "19" 38081490 38081516 "+" 325 "uORF" 38081492 38081518 1.74319422222222
"326" "ENST00000222462.3" "7" 121329022 121329198 "+" 326 "uORF" 121329024 121329200 1.37448222222222
"327" "ENST00000222462.3" "7" 121329164 121329217 "+" 327 "uORF" 121329166 121329219 1.03782133333333
"329" "ENST00000222573.5" "7" 20331075 20331116 "+" 329 "uORF" 20331077 20331118 1.56462655555556
"330" "ENST00000222573.5" "7" 20331238 20331285 "+" 330 "uORF" 20331240 20331287 0.987682222222222
"331" "ENST00000222573.5" "7" 20331285 20331365 "+" 331 "uORF" 20331287 20331367 1.82681844444445
"332" "ENST00000222573.5" "7" 20331355 20331405 "+" 332 "uORF" 20331357 20331407 2.10429211111111
"333" "ENST00000222573.5" "7" 20331435 20331620 "+" 333 "uORF" 20331437 20331622 2.31205555555556
"334" "ENST00000222573.5" "7" 20331622 20331708 "+" 334 "uORF" 20331624 20331710 2.15377277777778
"335" "ENST00000222574.9" "7" 107169013 107169057 "+" 335 "uORF" 107169015 107169059 2.46442566666667
"336" "ENST00000222644.10" "7" 24573490 24573519 "+" 336 "uORF" 24573492 24573521 2.04215066666667
"341" "ENST00000222792.11" "7" 29194841 29194912 "+" 341 "uORF" 29194843 29194914 2.44506233333333
"350" "ENST00000222969.10" "7" 99409007 99409048 "+" 350 "uORF" 99409009 99409050 1.15179466666667
"351" "ENST00000222969.10" "7" 99409088 99409192 "+" 351 "uORF" 99409090 99409194 0.324458111111111
"352" "ENST00000222969.10" "7" 99409120 99409143 "+" 352 "uORF" 99409122 99409145 0.555550444444445
"354" "ENST00000223026.9" "7" 123845183 123845233 "+" 354 "uORF" 123845185 123845235 0.00568033333333333
"355" "ENST00000223026.9" "7" 123845230 123845265 "+" 355 "uORF" 123845232 123845267 0.268847111111111
"356" "ENST00000223026.9" "7" 123845356 123845448 "+" 356 "uORF" 123845358 123845450 0.170787777777778
"357" "ENST00000223026.9" "7" 123845364 123845375 "+" 357 "uORF" 123845366 123845377 0.172895444444444
"358" "ENST00000223026.9" "7" 123845396 123845491 "+" 358 "uORF" 123845398 123845493 0.079330222222222
"359" "ENST00000223026.9" "7" 123845421 123845438 "+" 359 "uORF" 123845423 123845440 0.110830111111111
"360" "ENST00000223026.9" "7" 123845472 123845567 "+" 360 "uORF" 123845474 123845569 0.201329888888889
"361" "ENST00000223026.9" "7" 123845512 123845553 "+" 361 "uORF" 123845514 123845555 0.217055444444445
"362" "ENST00000223026.9" "7" 123845599 123845619 "+" 362 "uORF" 123845601 123845621 0.135243444444445
"375" "ENST00000223145.10" "7" 7969043 7969096 "+" 375 "uORF" 7969045 7969098 2.089733
"381" "ENST00000223215.10" "7" 130492298 130492306 "+" 381 "uORF" 130492300 130492308 2.52369066666667
"382" "ENST00000223398.11" "7" 74289718 74317483 "+" 382 "uORF" 74289720 74317485 0.781828555555554
"383" "ENST00000223398.11" "7" 74317490 74317507 "+" 383 "uORF" 74317492 74317509 1.70616388888889
"395" "ENST00000224721.12" "10" 71396979 71396990 "+" 395 "uORF" 71396981 71396992 1.50253677777778
"396" "ENST00000224721.12" "10" 71397052 71397120 "+" 396 "uORF" 71397054 71397122 1.47511855555556
"409" "ENST00000226067.10" "17" 55264982 55265002 "+" 409 "uORF" 55264984 55265004 2.21131155555556
"410" "ENST00000226067.10" "17" 55264994 55265002 "+" 410 "uORF" 55264996 55265004 2.24800555555555
"411" "ENST00000226067.10" "17" 55265315 55265332 "+" 411 "uORF" 55265317 55265334 1.81421622222222
"412" "ENST00000226067.10" "17" 55265321 55265332 "+" 412 "uORF" 55265323 55265334 2.06535477777778
"413" "ENST00000226091.3" "17" 7705292 7705336 "+" 413 "uORF" 7705294 7705338 1.74519333333333
"414" "ENST00000226105.11" "17" 8288723 8288764 "+" 414 "uORF" 8288725 8288766 2.06985677777778
"415" "ENST00000226105.11" "17" 8288738 8288764 "+" 415 "uORF" 8288740 8288766 0.586918888888889
"416" "ENST00000226225.7" "17" 28339418 28339453 "+" 416 "uORF" 28339420 28339455 1.93905477777778
"417" "ENST00000226299.9" "4" 17577238 17577255 "+" 417 "uORF" 17577240 17577257 0.642424666666667
"419" "ENST00000226574.9" "4" 102501608 102501622 "+" 419 "uORF" 102501610 102501624 1.55568188888889
"420" "ENST00000226725.11" "4" 165207705 165207746 "+" 420 "uORF" 165207707 165207748 1.20384877777778
"421" "ENST00000226725.11" "4" 165207775 165207858 "+" 421 "uORF" 165207777 165207860 1.97621077777778
"425" "ENST00000227349.7" "11" 122882838 122885775 "+" 425 "uORF" 122882840 122885777 0.623582888888889
"426" "ENST00000227349.7" "11" 122882928 122885775 "+" 426 "uORF" 122882930 122885777 0.995838999999999
"427" "ENST00000227451.4" "11" 59172445 59172459 "+" 427 "uORF" 59172447 59172461 1.73833677777778
"428" "ENST00000227525.8" "11" 60914172 60914186 "+" 428 "uORF" 60914174 60914188 1.63086677777778
"430" "ENST00000227638.8" "11" 94128858 94129160 "+" 430 "uORF" 94128860 94129162 0.399815333333334
"431" "ENST00000227638.8" "11" 94129187 94129243 "+" 431 "uORF" 94129189 94129245 0.895099444444443
"433" "ENST00000227758.7" "11" 102347237 102347311 "+" 433 "uORF" 102347239 102347313 0.161642555555556
"434" "ENST00000227758.7" "11" 102348660 102348692 "+" 434 "uORF" 102348662 102348694 0.887726666666668
"435" "ENST00000227758.7" "11" 102348703 102348738 "+" 435 "uORF" 102348705 102348740 1.80430344444444
"436" "ENST00000227758.7" "11" 102348722 102348769 "+" 436 "uORF" 102348724 102348771 2.16898066666667
"437" "ENST00000227758.7" "11" 102348792 102348842 "+" 437 "uORF" 102348794 102348844 0.776391555555556
"438" "ENST00000227758.7" "11" 102348886 102348900 "+" 438 "uORF" 102348888 102348902 0.318851555555556
"439" "ENST00000227758.7" "11" 102348897 102348917 "+" 439 "uORF" 102348899 102348919 0.857332555555557
"440" "ENST00000227758.7" "11" 102348929 102348955 "+" 440 "uORF" 102348931 102348957 0.818655222222223
"441" "ENST00000227758.7" "11" 102348932 102348955 "+" 441 "uORF" 102348934 102348957 0.939913222222223
"442" "ENST00000227758.7" "11" 102348956 102349036 "+" 442 "uORF" 102348958 102349038 1.17220811111111
"443" "ENST00000227758.7" "11" 102348988 102348999 "+" 443 "uORF" 102348990 102349001 0.601145555555556
"444" "ENST00000227758.7" "11" 102349004 102349036 "+" 444 "uORF" 102349006 102349038 0.636837666666667
"445" "ENST00000227758.7" "11" 102349069 102349110 "+" 445 "uORF" 102349071 102349112 0.456565222222222
"446" "ENST00000227758.7" "11" 102349072 102349110 "+" 446 "uORF" 102349074 102349112 0.714016777777779
"447" "ENST00000227758.7" "11" 102349084 102349110 "+" 447 "uORF" 102349086 102349112 0.887713444444446
"448" "ENST00000227758.7" "11" 102349100 102349135 "+" 448 "uORF" 102349102 102349137 1.42418311111111
"449" "ENST00000227758.7" "11" 102349259 102349294 "+" 449 "uORF" 102349261 102349296 0.258464888888889
"450" "ENST00000227758.7" "11" 102349262 102349294 "+" 450 "uORF" 102349264 102349296 0.333928333333333
"451" "ENST00000227758.7" "11" 102349304 102349366 "+" 451 "uORF" 102349306 102349368 0.492149222222222
"452" "ENST00000227758.7" "11" 102349340 102349366 "+" 452 "uORF" 102349342 102349368 0.938303555555556
"453" "ENST00000227758.7" "11" 102349360 102349377 "+" 453 "uORF" 102349362 102349379 -0.0533071111111111
"454" "ENST00000227758.7" "11" 102349603 102349614 "+" 454 "uORF" 102349605 102349616 0.754543222222222
