"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "stop_end" "cadd"
"415" "ENST00000226105.11" "17" 8288738 8288764 "+" 415 "uORF" 8288740 8288766 0.907000777777777
"416" "ENST00000226225.7" "17" 28339418 28339453 "+" 416 "uORF" 28339420 28339455 1.37873233333334
"417" "ENST00000226299.9" "4" 17577238 17577255 "+" 417 "uORF" 17577240 17577257 0.470622666666667
"419" "ENST00000226574.9" "4" 102501608 102501622 "+" 419 "uORF" 102501610 102501624 1.39978255555555
"420" "ENST00000226725.11" "4" 165207705 165207746 "+" 420 "uORF" 165207707 165207748 1.147817
"421" "ENST00000226725.11" "4" 165207775 165207858 "+" 421 "uORF" 165207777 165207860 2.20910688888889
"425" "ENST00000227349.7" "11" 122882838 122885775 "+" 425 "uORF" 122882840 122885777 0.462951666666667
"426" "ENST00000227349.7" "11" 122882928 122885775 "+" 426 "uORF" 122882930 122885777 0.462951666666667
"427" "ENST00000227451.4" "11" 59172445 59172459 "+" 427 "uORF" 59172447 59172461 2.08786711111111
"428" "ENST00000227525.8" "11" 60914172 60914186 "+" 428 "uORF" 60914174 60914188 1.67633911111111
"430" "ENST00000227638.8" "11" 94128858 94129160 "+" 430 "uORF" 94128860 94129162 0.637195777777778
"431" "ENST00000227638.8" "11" 94129187 94129243 "+" 431 "uORF" 94129189 94129245 0.762467555555556
"433" "ENST00000227758.7" "11" 102347237 102347311 "+" 433 "uORF" 102347239 102347313 0.246560555555555
"434" "ENST00000227758.7" "11" 102348660 102348692 "+" 434 "uORF" 102348662 102348694 1.86777177777778
"435" "ENST00000227758.7" "11" 102348703 102348738 "+" 435 "uORF" 102348705 102348740 1.14053233333334
"436" "ENST00000227758.7" "11" 102348722 102348769 "+" 436 "uORF" 102348724 102348771 0.916504666666667
"437" "ENST00000227758.7" "11" 102348792 102348842 "+" 437 "uORF" 102348794 102348844 0.967539333333333
"438" "ENST00000227758.7" "11" 102348886 102348900 "+" 438 "uORF" 102348888 102348902 0.782417888888889
"439" "ENST00000227758.7" "11" 102348897 102348917 "+" 439 "uORF" 102348899 102348919 0.974030444444443
"440" "ENST00000227758.7" "11" 102348929 102348955 "+" 440 "uORF" 102348931 102348957 1.30755355555555
"441" "ENST00000227758.7" "11" 102348932 102348955 "+" 441 "uORF" 102348934 102348957 1.30755355555555
"442" "ENST00000227758.7" "11" 102348956 102349036 "+" 442 "uORF" 102348958 102349038 0.644381555555556
"443" "ENST00000227758.7" "11" 102348988 102348999 "+" 443 "uORF" 102348990 102349001 0.808592666666668
"444" "ENST00000227758.7" "11" 102349004 102349036 "+" 444 "uORF" 102349006 102349038 0.644381555555556
"445" "ENST00000227758.7" "11" 102349069 102349110 "+" 445 "uORF" 102349071 102349112 1.21915966666667
"446" "ENST00000227758.7" "11" 102349072 102349110 "+" 446 "uORF" 102349074 102349112 1.21915966666667
"447" "ENST00000227758.7" "11" 102349084 102349110 "+" 447 "uORF" 102349086 102349112 1.21915966666667
"448" "ENST00000227758.7" "11" 102349100 102349135 "+" 448 "uORF" 102349102 102349137 0.364129444444445
"449" "ENST00000227758.7" "11" 102349259 102349294 "+" 449 "uORF" 102349261 102349296 0.729529222222222
"450" "ENST00000227758.7" "11" 102349262 102349294 "+" 450 "uORF" 102349264 102349296 0.729529222222222
"451" "ENST00000227758.7" "11" 102349304 102349366 "+" 451 "uORF" 102349306 102349368 0.755860222222221
"452" "ENST00000227758.7" "11" 102349340 102349366 "+" 452 "uORF" 102349342 102349368 0.755860222222221
"453" "ENST00000227758.7" "11" 102349360 102349377 "+" 453 "uORF" 102349362 102349379 0.818791444444445
"454" "ENST00000227758.7" "11" 102349603 102349614 "+" 454 "uORF" 102349605 102349616 0.603495555555556
"455" "ENST00000227758.7" "11" 102349820 102349828 "+" 455 "uORF" 102349822 102349830 0.684773444444444
