"t_id" "cadd" "group"
"64" "ENST00000022615.9" 1.41881874104308 "5'UTR"
"65" "ENST00000023064.9" 0.506021223009595 "5'UTR"
"66" "ENST00000025008.10" 1.53556696419075 "5'UTR"
"67" "ENST00000025301.4" 1.05064274739229 "5'UTR"
"68" "ENST00000027335.8" 0.899849881392694 "5'UTR"
"69" "ENST00000029410.10" 1.77907470042194 "5'UTR"
"70" "ENST00000035307.7" 0.788246340527578 "5'UTR"
"71" "ENST00000037243.7" 1.50774602777778 "5'UTR"
"72" "ENST00000037502.11" 0.838882614718615 "5'UTR"
"73" "ENST00000038176.8" 1.17878664864865 "5'UTR"
"74" "ENST00000039007.5" 0.740352727598566 "5'UTR"
"75" "ENST00000039989.9" 1.65615968571429 "5'UTR"
"76" "ENST00000040584.6" 1.60342267222222 "5'UTR"
"77" "ENST00000040663.8" 0.418798820895522 "5'UTR"
"78" "ENST00000040738.10" 1.5391277294686 "5'UTR"
"79" "ENST00000040877.2" 1.06177159210526 "5'UTR"
"80" "ENST00000042381.9" 1.9677658008089 "5'UTR"
"81" "ENST00000043402.8" 1.44012811356932 "5'UTR"
"82" "ENST00000044462.12" 1.3674654866395 "5'UTR"
"83" "ENST00000046087.7" 0.948462371794872 "5'UTR"
"84" "ENST00000046640.9" 0.839427372960179 "5'UTR"
"85" "ENST00000046794.10" 0.898784325301205 "5'UTR"
"86" "ENST00000052754.10" 1.85051931130322 "5'UTR"
"87" "ENST00000053243.6" 0.735267452173913 "5'UTR"
"88" "ENST00000053468.4" 1.20992461111111 "5'UTR"
"89" "ENST00000053867.8" 1.38107011327561 "5'UTR"
"90" "ENST00000054650.9" 0.959792302598698 "5'UTR"
"91" "ENST00000054666.11" 0.817748075757576 "5'UTR"
"92" "ENST00000054950.4" 0.895863197831978 "5'UTR"
"93" "ENST00000055077.8" 1.24826635416667 "5'UTR"
"94" "ENST00000055335.11" 1.82428848917749 "5'UTR"
"95" "ENST00000055682.12" 1.37819126838373 "5'UTR"
"96" "ENST00000056217.10" 1.69384622277778 "5'UTR"
"97" "ENST00000056233.4" 0.977194796234773 "5'UTR"
"98" "ENST00000057513.8" 0.461813272108844 "5'UTR"
"99" "ENST00000060969.6" 0.527734153846154 "5'UTR"
"100" "ENST00000061240.7" 1.31715648303393 "5'UTR"
"101" "ENST00000064571.3" 0.810097378338279 "5'UTR"
"102" "ENST00000064724.8" 1.02547122278057 "5'UTR"
"103" "ENST00000064780.7" 0.898764112607259 "5'UTR"
"104" "ENST00000066544.8" 2.06300151761518 "5'UTR"
"105" "ENST00000072644.7" 1.25797115964265 "5'UTR"
"106" "ENST00000072869.9" 0.604929167530225 "5'UTR"
"107" "ENST00000075120.12" 0.768796958605665 "5'UTR"
"108" "ENST00000075322.11" 1.24087348587571 "5'UTR"
"109" "ENST00000075503.8" 0.59213354578562 "5'UTR"
"110" "ENST00000078429.9" 1.07561431724138 "5'UTR"
"111" "ENST00000078445.7" 0.404442113960114 "5'UTR"
"112" "ENST00000080059.12" 1.81429128248588 "5'UTR"
"113" "ENST00000081029.8" 0.921520777777777 "5'UTR"
"114" "ENST00000083182.8" 1.52168964951768 "5'UTR"
"115" "ENST00000084798.9" 0.951858166366367 "5'UTR"
"116" "ENST00000085219.10" 1.42294217045455 "5'UTR"
"117" "ENST00000086933.3" 0.75070937037037 "5'UTR"
"118" "ENST00000155093.8" 1.91716241011751 "5'UTR"
"119" "ENST00000155840.12" 0.921832871794872 "5'UTR"
"120" "ENST00000155926.9" 1.3958635447036 "5'UTR"
"121" "ENST00000156109.7" 0.967968512820513 "5'UTR"
"122" "ENST00000156471.10" 0.649498948320413 "5'UTR"
"123" "ENST00000156626.12" 0.328887677871148 "5'UTR"
"124" "ENST00000157600.8" 1.13401215517241 "5'UTR"
"125" "ENST00000157812.7" 1.41480028947368 "5'UTR"
"126" "ENST00000158009.6" 0.838875485232068 "5'UTR"
"127" "ENST00000158762.8" 0.954586601941748 "5'UTR"
"128" "ENST00000158771.9" 1.57801537254902 "5'UTR"
"129" "ENST00000159060.3" 0.269431358974359 "5'UTR"
"130" "ENST00000159087.7" 1.55832343063063 "5'UTR"
"131" "ENST00000159111.9" 0.959595393832959 "5'UTR"
"132" "ENST00000160262.10" 0.533830133333333 "5'UTR"
"133" "ENST00000160298.9" 1.21615624761905 "5'UTR"
"134" "ENST00000160373.8" 2.3644236025641 "5'UTR"
"135" "ENST00000160382.10" 1.83482082978723 "5'UTR"
"136" "ENST00000160827.9" 1.01871748148148 "5'UTR"
"137" "ENST00000161006.8" 0.766012525252525 "5'UTR"
"138" "ENST00000161559.11" 0.564676323987539 "5'UTR"
"139" "ENST00000161863.9" 0.85498853630363 "5'UTR"
"140" "ENST00000162044.14" 0.886675826666667 "5'UTR"
"141" "ENST00000162330.10" 0.615616903755869 "5'UTR"
"142" "ENST00000162391.8" 1.35877689466734 "5'UTR"
"143" "ENST00000162749.7" 1.1856763346056 "5'UTR"
"144" "ENST00000163416.7" 1.04010371637427 "5'UTR"
"145" "ENST00000164024.5" 1.46181406746032 "5'UTR"
"146" "ENST00000164133.7" 1.4490238137849 "5'UTR"
"147" "ENST00000164139.4" 0.830679614035087 "5'UTR"
"148" "ENST00000164227.10" 1.37810061445783 "5'UTR"
"149" "ENST00000164305.10" 0.491191379310345 "5'UTR"
"150" "ENST00000166139.9" 1.143490125 "5'UTR"
"151" "ENST00000166244.8" 1.39990542857143 "5'UTR"
"152" "ENST00000166345.8" 0.998592214492754 "5'UTR"
"153" "ENST00000167106.9" 1.2644234192516 "5'UTR"
"154" "ENST00000167586.7" 0.732296546448087 "5'UTR"
"155" "ENST00000167588.4" 0.411352228070175 "5'UTR"
"156" "ENST00000168148.8" 0.203063584313726 "5'UTR"
"157" "ENST00000168216.11" 0.79454872 "5'UTR"
"158" "ENST00000168712.3" 0.844884332036317 "5'UTR"
"159" "ENST00000168977.7" 0.66461992788162 "5'UTR"
"160" "ENST00000169298.8" 1.08266837291571 "5'UTR"
"161" "ENST00000169551.11" 0.723416702797203 "5'UTR"
"162" "ENST00000170150.4" 0.43237837882697 "5'UTR"
"163" "ENST00000170168.9" 1.82435777866667 "5'UTR"
"164" "ENST00000170447.12" 0.778614895833333 "5'UTR"
"165" "ENST00000170564.7" 1.62121464102564 "5'UTR"
"166" "ENST00000171111.10" 0.875507724810467 "5'UTR"
"167" "ENST00000171757.3" 0.379337455259819 "5'UTR"
"168" "ENST00000172229.8" 1.39817017866667 "5'UTR"
"169" "ENST00000173229.7" 1.93568113864522 "5'UTR"
"170" "ENST00000173527.6" 1.77161668518519 "5'UTR"
"171" "ENST00000173898.12" 1.20334277727272 "5'UTR"
"172" "ENST00000174618.5" 1.94124215229885 "5'UTR"
"173" "ENST00000175091.5" 0.85449262037037 "5'UTR"
"174" "ENST00000175238.10" 0.42582383935743 "5'UTR"
"175" "ENST00000175756.10" 0.684008493589744 "5'UTR"
"176" "ENST00000176183.6" 0.635102842592593 "5'UTR"
"177" "ENST00000176195.4" 0.270424052631579 "5'UTR"
"178" "ENST00000176643.11" 0.595079197586727 "5'UTR"
"179" "ENST00000176763.10" 1.15391743956044 "5'UTR"
"180" "ENST00000177694.2" 1.13646628767123 "5'UTR"
"181" "ENST00000178638.8" 0.919776645502646 "5'UTR"
"182" "ENST00000178640.10" 0.833830762506583 "5'UTR"
"183" "ENST00000179259.6" 0.592980649717514 "5'UTR"
"184" "ENST00000180166.6" 1.26597250372737 "5'UTR"
"185" "ENST00000180173.10" 1.29727903954802 "5'UTR"
"186" "ENST00000181383.10" 0.541915319444445 "5'UTR"
"187" "ENST00000181796.7" 0.334660776353276 "5'UTR"
"188" "ENST00000181839.10" 1.58110488341969 "5'UTR"
"189" "ENST00000182290.9" 0.897985107055961 "5'UTR"
"190" "ENST00000182527.4" 1.59739429885057 "5'UTR"
"191" "ENST00000183605.10" 0.52734974863388 "5'UTR"
"192" "ENST00000184266.3" 0.942179847222222 "5'UTR"
"193" "ENST00000184956.11" 0.709346142857143 "5'UTR"
"194" "ENST00000185150.9" 1.56330034131737 "5'UTR"
"195" "ENST00000186436.10" 1.77067024125874 "5'UTR"
"196" "ENST00000187762.7" 1.14614902953586 "5'UTR"
"197" "ENST00000187910.7" 0.0645540032679739 "5'UTR"
"198" "ENST00000188312.7" 0.345798882882883 "5'UTR"
"199" "ENST00000188790.9" 1.85515935875706 "5'UTR"
"200" "ENST00000190165.3" 0.67969530067243 "5'UTR"
"201" "ENST00000190611.9" 0.948346707501509 "5'UTR"
"202" "ENST00000190983.5" 1.5198761969697 "5'UTR"
"203" "ENST00000192314.7" 0.204203937810945 "5'UTR"
"204" "ENST00000192788.6" 1.31384861904762 "5'UTR"
"205" "ENST00000193322.8" 1.08348147407407 "5'UTR"
"206" "ENST00000193391.8" 0.785585269293925 "5'UTR"
"207" "ENST00000194130.7" 0.367431304347826 "5'UTR"
"208" "ENST00000194152.4" 0.728265344383057 "5'UTR"
"209" "ENST00000194155.7" 1.08547594318182 "5'UTR"
"210" "ENST00000194214.10" 0.771108474712644 "5'UTR"
"211" "ENST00000194530.8" 1.21071815402451 "5'UTR"
"212" "ENST00000196061.5" 1.06158962433862 "5'UTR"
"213" "ENST00000196371.10" 0.758293721393035 "5'UTR"
"214" "ENST00000196482.4" 0.787254020833334 "5'UTR"
"215" "ENST00000196489.4" 0.483571872785829 "5'UTR"
"216" "ENST00000196551.8" 1.86518839201878 "5'UTR"
"217" "ENST00000197268.13" 2.14806495652174 "5'UTR"
"218" "ENST00000198536.7" 0.247300631372549 "5'UTR"
"219" "ENST00000198767.11" 0.852271923076923 "5'UTR"
"220" "ENST00000198801.10" 0.392651392156863 "5'UTR"
"221" "ENST00000199280.4" 0.421069524822695 "5'UTR"
"222" "ENST00000199320.9" 0.586919478696742 "5'UTR"
"223" "ENST00000199389.11" 0.759194076086957 "5'UTR"
"224" "ENST00000199447.9" 0.505807871906785 "5'UTR"
"225" "ENST00000199448.9" 0.781778078888889 "5'UTR"
"226" "ENST00000199706.13" 0.788185889285715 "5'UTR"
"227" "ENST00000199708.3" 0.560310916666667 "5'UTR"
"228" "ENST00000199764.7" 0.284746486238532 "5'UTR"
"229" "ENST00000199814.9" 1.51603373160173 "5'UTR"
"230" "ENST00000199936.9" 0.82687034496124 "5'UTR"
"231" "ENST00000200135.8" 0.849487961538461 "5'UTR"
"232" "ENST00000200181.8" 1.46785201471861 "5'UTR"
"233" "ENST00000200453.6" 1.17702601250601 "5'UTR"
"234" "ENST00000200457.9" 0.932557975975976 "5'UTR"
"235" "ENST00000200557.11" 1.27026575628931 "5'UTR"
"236" "ENST00000200639.9" 0.770805083989502 "5'UTR"
"237" "ENST00000200652.4" 0.672822650224215 "5'UTR"
"238" "ENST00000200676.8" 0.272484033333333 "5'UTR"
"239" "ENST00000200691.5" 1.11005193650794 "5'UTR"
"240" "ENST00000201031.3" 1.6703520376569 "5'UTR"
"241" "ENST00000201586.7" 0.820124111111111 "5'UTR"
"242" "ENST00000201647.11" 0.916888588676914 "5'UTR"
"243" "ENST00000201979.3" 0.921190703196346 "5'UTR"
"244" "ENST00000202017.6" 0.5579132 "5'UTR"
"245" "ENST00000202556.14" 1.05679754726368 "5'UTR"
"246" "ENST00000202625.7" 0.257619088235294 "5'UTR"
"247" "ENST00000202677.12" 1.16041326626016 "5'UTR"
"248" "ENST00000202773.14" 1.90430189473684 "5'UTR"
"249" "ENST00000202917.10" 0.345924025641026 "5'UTR"
"250" "ENST00000202967.4" 0.959923160919538 "5'UTR"
"251" "ENST00000203001.7" 0.8778503515625 "5'UTR"
"252" "ENST00000203166.10" 0.948863355555555 "5'UTR"
"253" "ENST00000203407.6" 0.869889038461539 "5'UTR"
"254" "ENST00000203556.9" 1.05694508333333 "5'UTR"
"255" "ENST00000203629.3" 0.584906647647648 "5'UTR"
"256" "ENST00000203630.10" 1.865119341133 "5'UTR"
"257" "ENST00000203664.10" 1.85547794276094 "5'UTR"
"258" "ENST00000204517.11" 2.08446648255114 "5'UTR"
"259" "ENST00000204549.9" 0.842939567901235 "5'UTR"
"260" "ENST00000204566.7" 1.41279628483333 "5'UTR"
"261" "ENST00000204604.6" 1.50323018113208 "5'UTR"
"262" "ENST00000204679.9" 1.04496380952381 "5'UTR"
"263" "ENST00000204961.5" 1.29608897134039 "5'UTR"
"264" "ENST00000205194.5" 1.29440623694248 "5'UTR"
"265" "ENST00000205214.11" 0.758413590964591 "5'UTR"
"266" "ENST00000205402.10" 0.960963843137255 "5'UTR"
"267" "ENST00000205557.12" 0.554313777777778 "5'UTR"
"268" "ENST00000205636.4" 0.864105152647975 "5'UTR"
"269" "ENST00000205948.11" 0.400960527777778 "5'UTR"
"270" "ENST00000206020.8" 2.18515735897436 "5'UTR"
"271" "ENST00000206249.8" 1.144626998557 "5'UTR"
"272" "ENST00000206262.2" 1.48328105115304 "5'UTR"
"273" "ENST00000206380.8" 1.9173763030303 "5'UTR"
"274" "ENST00000206423.8" 1.69425699456622 "5'UTR"
"275" "ENST00000206451.11" 1.30403297101449 "5'UTR"
"276" "ENST00000206513.6" 1.16380220325203 "5'UTR"
"277" "ENST00000206542.9" 0.579658067183463 "5'UTR"
"278" "ENST00000206595.11" 1.40331272391304 "5'UTR"
"279" "ENST00000206765.11" 0.655076847378278 "5'UTR"
"280" "ENST00000207457.8" 0.678283502518315 "5'UTR"
"281" "ENST00000207549.9" 1.28216107960199 "5'UTR"
"282" "ENST00000207870.8" 0.983012654761904 "5'UTR"
"283" "ENST00000209668.3" 0.813168774647887 "5'UTR"
"284" "ENST00000209718.8" 1.09687267842746 "5'UTR"
"285" "ENST00000209728.9" 0.883960047895501 "5'UTR"
"286" "ENST00000209873.9" 1.05471301609195 "5'UTR"
"287" "ENST00000209875.9" 1.58895635517599 "5'UTR"
"288" "ENST00000209884.5" 1.68692664547038 "5'UTR"
"289" "ENST00000209929.10" 0.823346752777778 "5'UTR"
"290" "ENST00000210060.12" 0.648693903508772 "5'UTR"
"291" "ENST00000210187.11" 0.814642899371069 "5'UTR"
"292" "ENST00000210313.8" 0.801338025641025 "5'UTR"
"293" "ENST00000210444.6" 0.689704614718615 "5'UTR"
"294" "ENST00000210633.4" 1.55008022305082 "5'UTR"
"295" "ENST00000211076.5" 0.257183523584906 "5'UTR"
"296" "ENST00000211122.4" 0.308275072386425 "5'UTR"
"297" "ENST00000211287.9" 1.00564371904762 "5'UTR"
"298" "ENST00000211314.5" 0.932044146224939 "5'UTR"
"299" "ENST00000211413.10" 1.73143066666667 "5'UTR"
"300" "ENST00000211998.10" 1.54672617028985 "5'UTR"
"301" "ENST00000212015.11" 2.18813155555556 "5'UTR"
"302" "ENST00000212355.9" 1.34631811910837 "5'UTR"
"303" "ENST00000214869.7" 1.2893063015873 "5'UTR"
"304" "ENST00000215057.7" 0.839328352105575 "5'UTR"
"305" "ENST00000215061.9" 0.823476909090909 "5'UTR"
"306" "ENST00000215071.9" 1.48521894623656 "5'UTR"
"307" "ENST00000215095.11" 1.62039102892562 "5'UTR"
"308" "ENST00000215115.5" 1.91599591729323 "5'UTR"
"309" "ENST00000215368.4" 1.34665108220721 "5'UTR"
"310" "ENST00000215375.7" 0.976919633333333 "5'UTR"
"311" "ENST00000215530.7" 0.783693375886525 "5'UTR"
"312" "ENST00000215531.6" 0.42124426344086 "5'UTR"
"313" "ENST00000215539.4" 0.589040534591195 "5'UTR"
"314" "ENST00000215555.7" 1.38167374248452 "5'UTR"
"315" "ENST00000215565.3" 1.02893861111111 "5'UTR"
"316" "ENST00000215567.10" 0.803711177993528 "5'UTR"
"317" "ENST00000215570.8" 1.44800998742138 "5'UTR"
"318" "ENST00000215574.9" 1.21087975581395 "5'UTR"
"319" "ENST00000215582.8" 0.409264878947369 "5'UTR"
"320" "ENST00000215631.9" 0.905555556034483 "5'UTR"
"321" "ENST00000215637.8" 0.549745 "5'UTR"
"322" "ENST00000215659.13" 0.820468404214559 "5'UTR"
"323" "ENST00000215727.10" 0.926473368686868 "5'UTR"
"324" "ENST00000215730.12" 0.459745820512821 "5'UTR"
"325" "ENST00000215742.9" 1.24231924154589 "5'UTR"
"326" "ENST00000215743.8" 2.15681213636364 "5'UTR"
"327" "ENST00000215754.8" 0.754838996376812 "5'UTR"
"328" "ENST00000215770.6" 0.179063901234568 "5'UTR"
"329" "ENST00000215781.3" 1.07933937179487 "5'UTR"
"330" "ENST00000215790.12" 1.67224615555556 "5'UTR"
"331" "ENST00000215793.13" 1.45541781372549 "5'UTR"
"332" "ENST00000215794.8" 0.482975278301887 "5'UTR"
"333" "ENST00000215812.9" 1.02261131638418 "5'UTR"
"334" "ENST00000215829.8" 1.14801534550989 "5'UTR"
"335" "ENST00000215832.11" 1.28291481788618 "5'UTR"
"336" "ENST00000215838.8" 0.896715970464135 "5'UTR"
"337" "ENST00000215855.7" 0.872195149358973 "5'UTR"
"338" "ENST00000215882.10" 1.37316277248677 "5'UTR"
"339" "ENST00000215885.4" 1.08358098484849 "5'UTR"
"340" "ENST00000215886.6" 0.736146415750916 "5'UTR"
"341" "ENST00000215904.7" 1.15908692222222 "5'UTR"
"342" "ENST00000215906.6" 0.83525672570865 "5'UTR"
"343" "ENST00000215909.10" 1.04647380597015 "5'UTR"
"344" "ENST00000215912.10" 1.32488433564815 "5'UTR"
"345" "ENST00000215917.11" 0.83840080952381 "5'UTR"
"346" "ENST00000215941.9" 1.148880375 "5'UTR"
"347" "ENST00000215957.10" 1.50221421693122 "5'UTR"
"348" "ENST00000215980.10" 0.789300811403509 "5'UTR"
"349" "ENST00000216014.9" 1.10612666425121 "5'UTR"
"350" "ENST00000216024.7" 0.831299289490651 "5'UTR"
"351" "ENST00000216027.8" 0.510690789473684 "5'UTR"
"352" "ENST00000216029.8" 0.872393362715417 "5'UTR"
"353" "ENST00000216034.6" 1.49495787878788 "5'UTR"
"354" "ENST00000216036.9" 0.503415601343101 "5'UTR"
"355" "ENST00000216038.6" 0.715496245421246 "5'UTR"
"356" "ENST00000216044.10" 2.40768269444444 "5'UTR"
"357" "ENST00000216068.9" 1.68383906080399 "5'UTR"
"358" "ENST00000216071.5" 1.66178164957265 "5'UTR"
"359" "ENST00000216075.11" 0.479473307692308 "5'UTR"
"360" "ENST00000216085.12" 0.914305490665767 "5'UTR"
"361" "ENST00000216099.13" 0.441588935538592 "5'UTR"
"362" "ENST00000216101.7" 1.08841619068736 "5'UTR"
"363" "ENST00000216106.6" 1.99042801546003 "5'UTR"
"364" "ENST00000216115.3" 0.98136875 "5'UTR"
"365" "ENST00000216117.9" 0.78954588034188 "5'UTR"
"366" "ENST00000216121.12" 1.75622478494624 "5'UTR"
"367" "ENST00000216122.9" 1.52391581793478 "5'UTR"
"368" "ENST00000216124.10" 0.737766235924933 "5'UTR"
"369" "ENST00000216127.5" 1.31179233618021 "5'UTR"
"370" "ENST00000216129.7" 0.973208861538462 "5'UTR"
"371" "ENST00000216133.10" 2.03067264124294 "5'UTR"
"372" "ENST00000216139.10" 0.469313927083333 "5'UTR"
"373" "ENST00000216144.4" 1.23308770774092 "5'UTR"
"374" "ENST00000216146.9" 0.972640846153846 "5'UTR"
"375" "ENST00000216160.11" 1.86994686956522 "5'UTR"
"376" "ENST00000216177.9" 0.419833892230576 "5'UTR"
"377" "ENST00000216180.8" 0.570290741433022 "5'UTR"
"378" "ENST00000216181.11" 1.7428363351313 "5'UTR"
"379" "ENST00000216185.7" 1.4563206017316 "5'UTR"
"380" "ENST00000216190.13" 1.24662251501832 "5'UTR"
"381" "ENST00000216211.9" 0.677307702564103 "5'UTR"
"382" "ENST00000216218.8" 0.874603760942761 "5'UTR"
"383" "ENST00000216223.10" 0.902213725076855 "5'UTR"
"384" "ENST00000216225.9" 1.70530552380952 "5'UTR"
"385" "ENST00000216237.10" 1.83012032026144 "5'UTR"
"386" "ENST00000216241.14" 0.47066192 "5'UTR"
"387" "ENST00000216252.4" 0.865769564102564 "5'UTR"
"388" "ENST00000216254.9" 2.2240163 "5'UTR"
"389" "ENST00000216259.8" 0.861214733333333 "5'UTR"
"390" "ENST00000216264.13" 1.38082384615385 "5'UTR"
"391" "ENST00000216268.6" 0.775606043132641 "5'UTR"
"392" "ENST00000216271.10" 0.590193020028612 "5'UTR"
"393" "ENST00000216274.10" 0.687924371717172 "5'UTR"
"394" "ENST00000216277.13" 2.28985987677725 "5'UTR"
"395" "ENST00000216281.13" 0.732283785310734 "5'UTR"
"396" "ENST00000216286.10" 0.992415974358975 "5'UTR"
"397" "ENST00000216294.5" 0.536401260162602 "5'UTR"
"398" "ENST00000216297.7" 2.20375205434783 "5'UTR"
"399" "ENST00000216336.3" 0.614363777777778 "5'UTR"
"400" "ENST00000216338.9" 0.123365944444444 "5'UTR"
"401" "ENST00000216341.9" 0.456359411111111 "5'UTR"
"402" "ENST00000216367.10" 1.509666 "5'UTR"
"403" "ENST00000216373.10" 1.42041901129943 "5'UTR"
"404" "ENST00000216392.8" 0.977373325 "5'UTR"
"405" "ENST00000216410.8" 1.01426120899471 "5'UTR"
"406" "ENST00000216416.9" 1.90367715602837 "5'UTR"
"407" "ENST00000216420.12" 0.736796796296296 "5'UTR"
"408" "ENST00000216442.12" 1.07867779245283 "5'UTR"
"409" "ENST00000216445.8" 0.522328272300469 "5'UTR"
"410" "ENST00000216446.9" 1.12897278301887 "5'UTR"
"411" "ENST00000216452.9" 0.762977256410256 "5'UTR"
"412" "ENST00000216455.9" 0.775917123931624 "5'UTR"
"413" "ENST00000216465.10" 0.960232005012531 "5'UTR"
"414" "ENST00000216468.8" 1.06537608943089 "5'UTR"
"415" "ENST00000216471.5" 1.27245066666667 "5'UTR"
"416" "ENST00000216479.8" 1.90341339175258 "5'UTR"
"417" "ENST00000216484.7" 1.10515156896552 "5'UTR"
"418" "ENST00000216487.12" 1.38430570394737 "5'UTR"
"419" "ENST00000216489.8" 0.566289122807018 "5'UTR"
"420" "ENST00000216492.10" 0.867493998412698 "5'UTR"
"421" "ENST00000216513.5" 2.07330570517449 "5'UTR"
"422" "ENST00000216540.5" 0.346139705426357 "5'UTR"
"423" "ENST00000216554.8" 2.22796705230783 "5'UTR"
"424" "ENST00000216629.11" 0.94123887117719 "5'UTR"
"425" "ENST00000216639.8" 1.56262477828283 "5'UTR"
"426" "ENST00000216714.8" 1.02215426676529 "5'UTR"
"427" "ENST00000216727.9" 2.23394476923077 "5'UTR"
"428" "ENST00000216733.8" 1.74038958503401 "5'UTR"
"429" "ENST00000216756.11" 0.860228829059829 "5'UTR"
"430" "ENST00000216774.11" 1.45580622425144 "5'UTR"
"431" "ENST00000216780.9" 1.5915763122807 "5'UTR"
"432" "ENST00000216797.10" 1.12448374285714 "5'UTR"
"433" "ENST00000216799.9" 1.0375657732684 "5'UTR"
"434" "ENST00000216802.10" 1.76009671264368 "5'UTR"
"435" "ENST00000216807.12" 1.90641598324022 "5'UTR"
"436" "ENST00000216832.9" 1.45267446153846 "5'UTR"
"437" "ENST00000216840.11" 1.44738712620954 "5'UTR"
"438" "ENST00000216862.8" 0.582012797706798 "5'UTR"
"439" "ENST00000216879.9" 1.44941681333333 "5'UTR"
"440" "ENST00000216923.5" 1.73966747785548 "5'UTR"
"441" "ENST00000216962.9" 0.845006007092199 "5'UTR"
"442" "ENST00000216968.5" 0.940278738955823 "5'UTR"
"443" "ENST00000217026.5" 1.6390554 "5'UTR"
"444" "ENST00000217043.4" 0.694779057971015 "5'UTR"
"445" "ENST00000217073.7" 0.727102853174603 "5'UTR"
"446" "ENST00000217086.9" 2.07721598230089 "5'UTR"
"447" "ENST00000217109.9" 1.4260602490942 "5'UTR"
"448" "ENST00000217131.6" 0.78761614021164 "5'UTR"
"449" "ENST00000217133.2" 0.357091492907801 "5'UTR"
"450" "ENST00000217159.6" 0.654199326388891 "5'UTR"
"451" "ENST00000217169.8" 0.324319319444444 "5'UTR"
